station_id,lat,lon,elevation
477473-99999,35.513,134.787,178.0
477500-99999,35.45,135.317,4.2
477540-99999,34.417,131.4,3.7
477550-99999,34.9,132.067,20.9
477560-99999,35.067,134.017,147.8
477590-99999,35.017,135.733,46.5
477610-99999,35.283,136.25,92.8
477620-99999,33.95,130.933,19.5
477640-43324,34.15,132.233,3.0
477641-43324,34.137,132.243,0.0
477650-99999,34.4,132.467,54.0
477660-99999,34.233,132.55,5.0
477670-99999,34.45,133.25,3.6
477680-99999,34.683,133.917,7.0
477690-99999,34.833,134.667,39.7
477700-99999,34.7,135.217,30.6
477710-99999,34.786,135.438,15.2
477720-99999,34.683,135.517,83.0
477740-99999,34.433,135.233,7.9
477760-99999,34.333,134.9,112.4
477770-99999,34.233,135.167,18.0
477780-99999,33.45,135.75,69.2
477790-99999,34.596,135.603,11.9
477800-99999,34.7,135.833,109.0
477820-99999,33.662,135.364,90.8
477830-99999,34.676,131.79,56.1
477840-99999,34.167,131.467,19.7
477860-99999,33.93,131.279,7.0
477870-99999,34.045,131.052,4.0
477880-99999,34.035,131.549,2.1
477890-99999,34.436,132.919,331.6
477900-99999,35.414,132.89,4.6
477930-99999,34.757,133.855,245.7
477990-99999,34.285,129.331,64.9
478000-99999,34.198,129.292,3.7
478030-99999,33.883,130.653,29.9
478050-99999,33.367,129.55,58.7
478080-99999,33.586,130.451,9.8
478090-99999,33.65,130.7,37.9
478100-99999,33.15,130.302,1.8
478120-99999,33.167,129.733,5.6
478130-99999,33.267,130.3,33.0
478140-99999,33.317,130.933,84.4
478150-99999,33.233,131.617,13.5
478170-99999,32.733,129.867,35.9
478180-99999,32.733,130.267,679.8
478190-99999,32.817,130.7,39.4
478210-99999,32.883,131.067,1144.4
478220-99999,32.583,131.65,21.0
478230-99999,32.033,130.2,42.2
478240-99999,32.217,130.75,147.7
478270-99999,31.55,130.55,31.7
478290-99999,31.733,131.083,155.7
478300-99999,31.933,131.417,15.0
478310-99999,31.267,130.3,31.4
478350-99999,31.583,131.4,14.6
478360-99999,30.386,130.659,37.8
478370-99999,30.717,130.983,37.6
478380-99999,32.2,130.033,15.0
478400-99999,33.685,131.04,16.8
478430-99999,32.7,128.833,26.9
478500-99999,31.368,130.845,65.2
478510-99999,31.803,130.719,276.1
478520-99999,33.479,131.737,5.8
478530-99999,33.836,130.947,5.5
478540-99999,32.084,131.451,78.9
478550-99999,32.917,129.914,4.6
478560-99999,32.837,130.855,195.7
478580-99999,33.749,129.785,15.8
478600-99999,33.317,130.417,19.0
478700-99999,30.547,130.95,97.2
478720-99999,28.431,129.713,8.2
478724-99999,28.321,129.928,6.4
478800-99999,34.214,134.016,185.0
478840-99999,34.0,134.633,6.0
478870-99999,33.85,132.783,34.3
478900-99999,34.283,133.75,4.8
478910-99999,34.317,134.05,14.0
478920-99999,33.233,132.55,14.8
478930-99999,33.567,133.55,4.9
478940-99999,33.85,134.1,1946.0
478950-99999,34.067,134.567,6.4
478970-99999,32.917,132.7,10.9
478980-99999,32.717,133.017,33.8
478990-99999,33.25,134.183,186.9
479090-99999,28.394,129.553,294.1
479100-99999,27.836,128.881,5.2
479120-99999,24.467,123.017,36.5
479170-99999,24.433,123.767,11.2
479180-99999,24.345,124.187,28.3
479270-99999,24.783,125.295,45.7
479275-99999,24.654,124.675,11.0
479276-99999,24.827,125.145,16.5
479290-99999,26.364,126.714,7.0
479300-99999,26.196,127.646,3.7
479310-99999,26.356,127.768,43.6
479330-42215,26.267,127.75,75.3
479420-99999,27.426,128.701,30.8
479425-99999,27.044,128.402,15.8
479450-99999,25.847,131.263,50.9
479710-42402,27.083,142.183,7.9
479810-99999,24.784,141.323,115.2
479910-99999,24.29,153.979,6.7
480960-99999,16.9,96.183,29.0
480970-99999,16.907,96.133,33.2
483000-99999,19.301,97.976,283.2
483030-99999,19.885,99.827,399.9
483033-99999,17.384,104.643,178.9
483100-99999,19.193,99.9,398.9
483150-99999,19.117,100.8,237.0
483250-99999,18.167,97.933,213.0
483270-99999,18.767,98.963,315.8
483280-99999,18.271,99.504,247.2
483290-99999,18.567,99.033,298.0
483300-99999,18.132,100.165,164.0
483310-99999,18.808,100.783,208.8
483510-99999,17.617,100.1,64.0
483520-99999,17.867,102.75,175.7
483530-99999,17.439,101.722,262.1
483540-99999,17.386,102.788,176.5
483560-99999,17.15,104.133,172.0
483570-99999,17.417,104.783,148.0
483740-99999,16.767,101.25,145.0
483750-99999,16.7,98.545,210.3
483760-99999,16.896,99.253,145.7
483770-99999,17.233,99.05,144.0
483780-99999,16.783,100.279,44.2
483790-99999,16.676,101.195,137.2
483800-99999,16.483,99.533,82.0
483810-99999,16.467,102.784,204.2
483820-99999,16.25,103.067,154.0
483830-99999,16.533,104.717,140.0
483850-99999,16.017,98.867,460.0
483900-99999,16.333,103.583,140.9
484000-99999,15.673,100.137,34.4
484020-99999,15.15,100.183,17.0
484030-99999,15.8,102.033,184.0
484050-99999,16.07,103.646,139.9
484070-99999,15.251,104.87,123.7
484076-99999,17.238,99.818,54.6
484130-99999,15.657,101.105,69.7
484160-99999,15.317,103.683,130.0
484180-99999,15.267,101.2,51.0
484200-99999,13.517,100.75,3.0
484210-99999,14.75,98.633,99.0
484250-99999,14.467,100.133,9.0
484260-99999,14.8,100.617,11.0
484290-99999,13.683,100.767,6.0
484300-99999,14.078,101.38,24.4
484310-99999,14.935,102.079,222.2
484320-99999,14.883,103.5,147.0
484340-99999,14.717,102.167,193.0
484360-99999,14.631,102.721,181.7
484390-99999,13.983,101.7,12.0
484500-99999,14.017,99.533,29.0
484550-99999,13.733,100.567,4.0
484560-99999,13.913,100.607,2.7
484590-99999,13.367,100.983,2.0
484600-99999,13.167,100.8,27.0
484610-99999,12.917,100.867,61.0
484620-99999,13.7,102.504,49.0
484650-99999,12.999,100.067,3.8
484750-99999,12.636,99.952,18.9
484770-99999,12.683,100.983,18.0
484775-99999,12.683,101.0,18.0
484780-99999,12.633,101.35,5.0
484800-99999,12.6,102.117,4.0
485000-99999,11.788,99.805,3.0
485010-99999,11.767,102.883,4.0
485170-99999,10.711,99.362,5.5
485320-99999,9.778,98.585,17.4
485500-99999,9.467,100.05,5.0
485510-99999,9.133,99.136,6.1
485520-99999,8.471,99.956,13.4
485575-99999,8.54,99.945,4.0
485577-99999,9.548,100.062,19.5
485578-99999,12.275,102.32,32.0
485610-99999,8.683,98.25,4.0
485630-99999,8.1,98.983,45.0
485640-99999,7.883,98.4,4.0
485650-99999,8.113,98.317,25.0
485660-99999,7.533,99.05,3.0
485670-99999,7.509,99.617,20.4
485680-99999,7.187,100.608,3.7
485690-99999,6.933,100.393,27.4
485700-99999,6.661,100.08,5.5
485800-99999,6.785,101.154,2.4
485830-99999,6.52,101.743,4.9
486000-99999,6.33,99.729,8.8
486001-99999,21.702,95.978,91.4
486010-99999,5.297,100.277,3.4
486021-99999,2.45,103.833,45.0
486022-99999,6.194,100.403,4.6
486023-99999,4.568,101.092,39.6
486150-99999,6.167,102.293,4.9
486180-99999,5.383,103.103,6.4
486200-99999,4.217,100.7,8.0
486470-99999,3.131,101.549,27.4
486500-99999,2.746,101.71,21.0
486570-99999,3.775,103.209,17.7
486650-99999,2.263,102.252,10.7
486790-99999,1.641,103.67,41.1
486940-99999,1.36,103.91,19.8
486980-99999,1.35,103.994,6.7
486990-99999,1.417,103.868,11.0
488030-99999,22.5,103.967,97.0
488060-99999,21.333,103.9,676.0
488080-99999,22.667,106.25,243.0
488200-99999,21.221,105.807,11.9
488230-99999,20.433,106.15,3.0
488260-99999,20.8,106.633,116.0
488300-99999,21.833,106.767,263.0
488380-99999,21.517,107.967,7.0
488390-99999,20.133,107.717,56.0
488400-99999,19.75,105.783,5.0
488450-99999,18.737,105.671,5.2
488480-99999,17.483,106.6,8.0
488520-99999,16.402,107.703,14.6
488550-99999,16.044,108.199,10.1
488630-99999,15.133,108.783,9.0
488660-99999,14.005,108.017,741.9
488700-99999,13.767,109.217,6.0
488730-99999,13.083,109.283,11.0
488750-99999,12.683,108.083,537.0
488770-99999,12.25,109.2,10.0
488870-99999,10.933,108.1,5.0
489000-99999,10.819,106.652,10.1
489070-99999,10.0,105.083,3.0
489125-99999,10.083,105.717,3.1
489130-99999,9.6,105.967,5.0
489140-99999,9.183,105.15,2.0
489170-99999,10.217,103.967,4.0
489180-99999,8.683,106.6,9.0
489200-99999,8.65,111.917,3.0
489300-99999,19.897,102.161,291.1
489350-99999,19.467,103.133,1050.0
489400-99999,17.988,102.563,171.9
489470-99999,16.557,104.76,155.1
489550-99999,15.117,105.767,102.0
489660-99999,13.411,103.813,18.3
489910-99999,11.547,104.844,12.2
501360-99999,52.967,122.533,438.0
502460-99999,52.333,124.8,465.0
503530-99999,51.733,126.633,175.6
504340-99999,50.45,121.7,733.0
504420-99999,50.8,124.283,549.0
504680-99999,50.25,127.45,166.0
505270-99999,49.25,119.7,650.0
505480-99999,49.2,123.717,288.0
505570-99999,49.167,125.233,243.0
505640-99999,49.433,127.35,235.0
506030-99999,48.683,116.817,556.7
506320-99999,48.767,121.917,739.0
506580-99999,48.05,125.883,237.0
507270-99999,47.167,119.933,997.0
507450-99999,47.24,123.918,145.4
507560-99999,47.45,126.867,248.0
507740-99999,47.7,128.833,259.1
507880-99999,47.233,131.983,65.0
508440-99999,46.4,123.45,150.0
508540-99999,46.383,125.317,150.0
508880-99999,46.317,132.183,83.0
509150-99999,45.517,116.967,840.0
509490-99999,45.083,124.867,136.0
509530-99999,45.933,126.567,117.7
509630-99999,45.967,128.733,110.0
509680-99999,45.217,127.967,191.0
509780-99999,45.3,130.917,273.5
509830-99999,45.767,132.967,103.0
510530-99999,48.05,86.35,534.0
510760-99999,47.733,88.083,737.0
510870-99999,46.983,89.517,827.0
511330-99999,46.733,83.0,535.0
511560-99999,46.817,85.75,1323.2
512320-99999,45.95,82.567,1067.0
512430-99999,45.617,84.85,428.0
512880-99999,45.367,90.533,1651.0
513340-99999,44.567,82.817,330.2
513790-99999,44.017,89.567,794.0
514310-99999,43.95,81.333,663.0
514630-99999,43.783,87.617,919.0
514635-99999,43.907,87.474,647.7
514670-99999,42.667,86.333,1753.0
514950-99999,43.217,91.733,732.0
515420-99999,43.033,84.15,2459.0
515730-99999,42.95,89.23,39.3
516440-99999,41.717,82.95,1100.0
516560-99999,41.733,85.817,903.0
517050-99999,39.667,76.167,1494.0
517090-99999,39.543,76.02,1380.4
517110-99999,40.933,78.45,1986.0
517160-99999,39.8,78.567,1117.0
517300-99999,40.5,81.05,1013.0
517470-99999,39.0,83.667,1099.0
517650-99999,40.633,87.7,847.0
517770-99999,39.033,88.167,889.0
518110-99999,38.433,77.267,1232.0
518180-99999,37.617,78.283,1376.0
518280-99999,37.133,79.933,1375.0
518390-99999,37.067,82.717,1409.0
518480-99999,37.933,83.65,1264.0
518550-99999,38.15,85.55,1248.0
518860-99999,38.25,90.85,2945.0
519310-99999,36.867,81.7,1554.0
521120-99999,43.6,95.133,469.0
521180-99999,43.267,94.7,1729.0
522030-99999,42.817,93.517,739.0
522670-99999,41.95,101.067,941.0
523230-99999,41.8,97.033,1770.0
523780-99999,41.367,102.367,960.0
524180-99999,40.15,94.683,1140.0
524240-99999,40.5,96.0,1177.0
524360-99999,40.267,97.033,1527.0
524410-99999,40.717,98.617,1554.0
524460-99999,40.4,99.8,1158.0
524950-99999,40.75,104.5,1329.0
525330-99999,39.767,98.483,1478.0
525331-99999,36.515,103.62,1947.1
525760-99999,39.383,102.833,1383.0
526020-99999,38.833,93.383,2771.0
526330-99999,38.8,98.417,609.0
526520-99999,39.083,100.283,1462.0
526740-99999,38.467,102.183,1676.0
526810-99999,38.633,103.083,1367.0
527070-99999,37.067,92.867,2712.0
527130-99999,37.85,95.367,3174.0
527370-99999,37.367,97.367,2982.0
527540-99999,37.333,100.133,3302.0
527650-99999,37.367,101.617,2682.0
527870-99999,37.2,102.867,3044.0
528180-99999,36.417,94.9,2809.0
528250-99999,36.45,96.467,2804.0
528360-99999,36.3,98.1,3190.0
528420-99999,36.783,99.083,2925.0
528560-99999,36.35,100.783,2743.0
528660-99999,36.617,101.767,2262.0
528890-99999,36.05,103.883,1518.0
528950-99999,36.583,104.683,1505.0
529080-99999,35.217,93.083,4613.0
529550-99999,35.583,100.75,3123.0
529570-99999,35.267,100.65,3290.0
529830-99999,35.867,104.15,1875.0
529960-99999,35.383,105.0,2450.0
530680-99999,43.65,112.0,966.0
530830-99999,44.617,114.15,1183.0
531490-99999,42.533,110.133,1223.0
531920-99999,44.017,115.0,1147.7
532310-99999,41.45,106.383,1510.0
532760-99999,42.4,112.9,1152.0
533360-99999,41.567,108.517,1290.0
533520-99999,41.7,110.433,1377.0
533910-99999,41.9,114.0,1484.0
534630-99999,40.851,111.824,1083.9
534800-99999,41.033,113.067,1416.0
534870-99999,40.083,113.417,1054.0
535020-99999,39.783,105.75,1143.0
535130-99999,40.767,107.4,1041.0
535290-99999,39.1,107.983,1381.0
535430-99999,39.833,109.983,1459.0
535640-99999,39.367,111.217,1037.0
535880-99999,38.95,113.517,2210.0
535930-99999,39.833,114.567,910.0
536140-99999,38.483,106.217,1112.0
536460-99999,38.267,109.783,1158.0
536730-99999,38.75,112.7,838.0
536980-99999,38.067,114.35,104.8
537050-99999,37.483,105.683,1193.0
537230-99999,37.8,107.383,1356.0
537380-99999,37.15,108.383,1438.0
537640-99999,37.5,111.1,951.0
537720-99999,37.747,112.628,784.9
537870-99999,37.067,112.983,1042.0
537980-99999,37.183,114.367,184.0
538210-99999,36.767,107.2,1322.0
538450-99999,36.6,109.5,959.0
538630-99999,37.033,111.917,745.0
538980-99999,36.05,114.133,195.7
539150-99999,35.55,106.667,1348.0
539230-99999,35.733,107.633,1423.0
539470-99999,35.167,109.05,914.0
539590-99999,35.117,111.067,376.5
539750-99999,35.483,112.4,659.0
540120-99999,44.583,117.6,997.0
540260-99999,44.567,120.9,266.0
540270-99999,43.983,119.4,485.0
540490-99999,44.25,123.967,190.0
540940-99999,44.5,129.667,306.5
540960-99999,44.383,131.15,498.0
541020-99999,43.95,116.117,1004.0
541150-99999,43.633,118.033,825.4
541350-99999,43.6,122.267,180.0
541570-99999,43.183,124.333,167.0
541610-99999,43.996,125.681,215.2
541611-99999,45.623,126.25,139.3
541860-99999,43.367,128.2,525.0
542080-99999,42.183,116.467,1247.0
542180-99999,42.3,118.833,567.0
542260-99999,42.333,120.7,401.0
542360-99999,42.417,122.533,84.0
542590-99999,42.067,124.867,230.0
542730-99999,42.983,126.75,264.0
542920-99999,42.883,129.5,178.0
543080-99999,41.2,116.633,661.0
543110-99999,41.933,117.75,844.0
543240-99999,41.55,120.45,176.0
543370-99999,41.133,121.117,70.0
543420-99999,41.733,123.517,43.0
543424-99999,41.64,123.483,60.4
543460-99999,41.317,123.783,185.0
543740-99999,41.8,126.917,381.0
543770-99999,41.15,126.217,225.0
543860-99999,41.417,128.183,775.0
544010-99999,40.783,114.883,726.0
544050-99999,40.417,115.5,538.0
544230-99999,40.967,117.917,423.0
544360-99999,40.4,118.95,228.0
544710-99999,40.667,122.2,4.0
544830-99999,40.883,123.9,235.0
544930-99999,40.717,124.783,261.0
544970-99999,40.05,124.333,14.0
545110-99999,40.08,116.585,35.4
545270-99999,39.1,117.167,5.0
545273-99999,39.124,117.346,3.0
545340-99999,39.65,118.1,29.0
545390-99999,39.433,118.9,12.0
546020-99999,38.733,115.483,17.0
546160-99999,38.333,116.833,11.0
546180-99999,38.083,116.55,13.0
546560-99999,38.167,120.783,59.0
546620-99999,38.966,121.539,32.6
547140-99999,37.433,116.317,22.0
547150-99999,37.333,116.567,19.0
547250-99999,37.5,117.533,12.0
547510-99999,37.933,120.717,40.0
547530-99999,37.617,120.317,5.0
547760-99999,37.4,122.683,47.0
548080-99999,36.233,115.667,38.0
548230-99999,36.683,116.983,58.0
548260-99999,36.25,117.1,1536.0
548360-99999,36.183,118.15,302.0
548430-99999,36.767,119.183,22.0
548570-99999,36.266,120.374,10.1
548630-99999,36.767,121.167,64.0
549060-99999,35.25,115.433,51.0
549090-99999,35.083,115.517,51.0
549160-99999,35.567,116.85,53.0
549290-99999,35.25,117.95,120.0
549380-99999,35.05,118.35,86.0
549450-99999,35.433,119.533,37.0
552280-99999,32.5,80.083,4280.0
552480-99999,32.3,84.05,4420.0
552790-99999,31.367,90.017,4701.0
552990-99999,31.483,92.067,4508.0
554370-99999,30.55,81.433,4736.0
554720-99999,30.95,88.633,4670.0
555780-99999,29.25,88.883,3837.0
555910-99999,29.667,91.133,3650.0
556640-99999,28.633,87.083,4300.0
556960-99999,28.417,92.467,3861.0
557730-99999,27.733,89.083,4300.0
560040-99999,34.217,92.433,4535.0
560180-99999,32.9,95.3,4068.0
560210-99999,34.133,95.783,4176.0
560290-99999,33.017,96.95,3682.0
560330-99999,34.917,98.217,4273.0
560340-99999,33.8,97.133,4419.0
560460-99999,33.75,99.65,3968.0
560650-99999,34.733,101.6,3501.0
560670-99999,33.467,101.483,3350.0
560790-99999,33.583,102.967,3441.0
560800-99999,35.0,102.9,2910.0
560930-99999,34.717,104.883,1371.0
560960-99999,33.4,104.917,1079.0
561060-99999,31.883,93.783,4024.0
561160-99999,31.417,95.6,3874.0
561250-99999,32.25,96.217,4145.0
561370-99999,31.15,97.167,3307.0
561440-99999,31.733,98.567,3201.0
561460-99999,31.617,100.0,3394.0
561520-99999,32.283,100.333,3896.0
561670-99999,30.983,101.117,2959.0
561720-99999,31.9,102.233,2666.0
561730-99999,31.85,102.7,3422.0
561820-99999,32.667,103.6,2882.5
561870-99999,30.75,103.867,541.0
561930-99999,32.417,104.517,894.0
561960-99999,31.45,104.733,522.0
562470-99999,30.0,99.1,2589.0
562570-99999,30.0,100.267,3950.0
562870-99999,29.983,103.0,629.0
562940-99999,30.579,103.947,495.3
563120-99999,29.567,94.467,3001.0
563570-99999,29.05,100.3,3729.0
563740-99999,30.05,101.967,2617.0
563850-99999,29.517,103.333,3049.0
564440-99999,28.45,98.883,3320.0
564620-99999,29.0,101.5,2994.0
564920-99999,28.8,104.6,342.0
565710-99999,27.9,102.267,1599.0
565860-99999,27.333,103.75,1950.0
566510-99999,26.833,100.217,2382.0
566710-99999,26.65,102.25,1788.0
566840-99999,26.4,103.25,2189.3
566910-99999,26.867,104.283,2236.0
567390-99999,24.983,98.5,1696.9
567480-99999,25.117,99.183,1649.0
567510-99999,25.7,100.183,1992.0
567630-99999,25.733,101.867,1120.0
567680-99999,25.017,101.517,1820.0
567780-99999,24.992,102.744,1894.9
567860-99999,25.583,103.833,1900.0
568380-99999,24.0,97.85,776.0
568860-99999,24.533,103.767,1708.0
569450-99999,23.567,99.083,512.0
569460-99999,23.55,99.4,1104.0
569510-99999,23.95,100.217,1503.0
569540-99999,22.567,99.933,1054.0
569590-99999,22.0,100.783,579.0
569640-99999,22.767,100.983,1303.0
569660-99999,23.6,101.983,398.0
569690-99999,21.5,101.583,633.0
569770-99999,22.617,101.817,1121.0
569850-99999,23.45,103.333,1313.6
569860-99999,23.583,103.867,1423.0
570060-99999,34.583,105.75,1143.0
570140-99999,34.57,105.87,1086.0
570160-99999,34.35,107.133,610.0
570250-99999,34.517,107.383,781.0
570360-99999,34.447,108.752,479.1
570460-99999,34.483,110.083,2063.0
570670-99999,34.083,111.067,659.5
570710-99999,34.817,112.433,333.0
570730-99999,34.667,112.417,155.0
570830-99999,34.52,113.841,150.9
571060-99999,33.75,105.75,1128.0
571270-99999,33.067,107.033,509.0
571310-99999,34.433,108.967,411.0
571340-99999,33.45,108.25,548.0
571440-99999,33.417,109.15,610.0
571780-99999,33.1,112.483,181.6
571930-99999,33.783,114.517,53.0
572370-99999,32.067,108.033,674.0
572450-99999,32.717,109.033,291.0
572590-99999,32.033,110.767,435.0
572650-99999,32.433,111.733,128.8
572790-99999,32.15,112.667,127.0
572900-99999,32.933,113.917,107.2
572970-99999,32.133,114.05,115.0
573060-99999,31.583,105.967,385.0
573280-99999,31.2,107.5,344.0
573480-99999,31.017,109.533,303.0
573780-99999,31.167,112.633,108.9
573990-99999,31.133,114.95,75.2
574110-99999,30.75,106.133,347.0
574260-99999,30.683,107.8,455.0
574470-99999,30.283,109.467,458.0
574610-99999,30.733,111.367,257.7
574760-99999,30.333,112.183,33.0
574940-99999,30.784,114.208,34.4
574941-99999,18.303,109.412,28.0
575040-99999,29.583,105.05,357.0
575150-99999,29.517,106.483,351.0
575160-99999,29.719,106.642,416.1
575540-99999,29.4,110.167,322.0
575840-99999,29.383,113.083,52.0
575980-99999,29.033,114.583,147.0
576020-99999,28.883,105.433,336.0
576040-99999,28.783,105.383,364.0
576220-99999,28.95,107.15,1907.0
576330-99999,28.833,108.767,665.0
576550-99999,28.467,110.4,143.0
576620-99999,29.05,111.683,35.0
576790-99999,28.2,113.083,46.0
576870-99999,28.117,112.783,120.0
577070-99999,27.3,105.233,1511.0
577130-99999,27.7,106.883,845.0
577310-99999,27.95,108.25,418.0
577450-99999,27.45,109.683,273.0
577660-99999,27.183,111.45,310.4
577760-99999,27.3,112.7,1268.0
577930-99999,27.8,114.383,129.0
577990-99999,27.117,114.967,78.0
578160-99999,26.539,106.801,1138.7
578320-99999,26.967,108.667,631.0
578450-99999,26.167,109.783,397.0
578530-99999,26.733,110.633,340.0
578660-99999,26.233,111.617,174.0
579020-99999,25.433,105.183,1379.0
579160-99999,25.433,106.767,441.0
579220-99999,25.833,107.55,971.0
579320-99999,25.967,108.533,287.0
579570-99999,25.218,110.039,173.7
579720-99999,25.733,112.967,368.8
579930-99999,25.85,114.95,125.0
580270-99999,34.283,117.15,42.0
580400-99999,34.85,119.133,10.0
581020-99999,33.783,115.733,40.3
581410-99999,33.633,118.933,13.7
581440-99999,33.6,119.033,19.0
581500-99999,33.75,120.3,3.0
582030-99999,32.867,115.733,33.0
582080-99999,32.167,115.617,44.0
582210-99999,32.85,117.3,28.0
582380-99999,31.742,118.862,14.9
582510-99999,32.85,120.283,4.0
582650-99999,32.067,121.6,10.0
583140-99999,31.4,116.333,68.0
583210-99999,31.78,117.298,32.9
583211-99999,31.143,121.805,4.0
583340-99999,31.333,118.35,20.0
583380-99999,31.15,118.583,16.0
583450-99999,31.433,119.483,8.0
583620-99999,31.4,121.467,4.0
583670-99999,31.198,121.336,3.0
584240-99999,30.617,116.967,63.2
584370-99999,30.133,118.15,1836.0
584450-99999,30.35,119.417,1494.0
584570-99999,30.228,120.432,7.0
584720-99999,30.733,122.45,81.0
584770-99999,30.033,122.117,37.0
585060-99999,29.583,115.983,1165.0
585270-99999,29.3,117.2,60.0
585560-99999,29.6,120.817,108.0
585690-99999,29.2,121.95,127.0
586060-99999,28.865,115.9,43.6
586330-99999,28.967,118.867,71.0
586460-99999,28.45,119.917,60.0
586530-99999,28.817,120.917,1375.0
586590-99999,28.017,120.667,7.0
586660-99999,28.45,121.883,84.0
587150-99999,27.583,116.65,82.0
587250-99999,27.333,117.467,219.0
587260-99999,27.95,117.833,1415.0
587300-99999,27.767,118.033,221.0
587310-99999,27.917,118.533,275.0
587520-99999,27.783,120.65,38.0
587540-99999,27.333,120.2,38.0
588130-99999,26.85,116.333,142.0
588340-99999,26.633,118.15,153.0
588470-99999,26.083,119.283,85.0
588490-99999,26.167,119.933,91.0
588530-99999,27.0,120.7,107.0
589110-99999,25.85,116.367,311.0
589210-99999,25.95,117.37,257.8
589260-99999,25.3,117.4,203.0
589270-99999,25.1,117.017,341.0
589310-99999,25.717,118.1,1651.0
589440-99999,25.517,119.783,31.0
589680-99999,25.033,121.517,9.0
589740-99999,25.633,122.067,102.0
590070-99999,24.067,105.067,1251.0
590230-99999,24.7,108.05,214.0
590460-99999,24.35,109.4,97.0
590580-99999,24.2,110.517,145.0
590720-99999,24.8,112.367,98.0
590820-99999,24.667,113.6,68.0
590870-99999,23.883,113.517,68.0
590960-99999,24.367,114.483,214.0
591020-99999,24.95,115.65,299.0
591170-99999,24.283,116.067,116.9
591340-99999,24.544,118.128,18.0
591580-99999,24.15,120.683,78.0
592090-99999,23.3,105.95,794.0
592110-99999,23.9,106.6,177.0
592540-99999,23.4,110.083,44.0
592650-99999,23.483,111.3,120.0
592780-99999,23.05,112.467,12.0
592870-99999,23.392,113.299,15.2
592871-99999,28.189,113.22,66.1
592930-99999,23.8,114.733,41.0
593160-99999,23.4,116.683,3.0
594170-99999,22.367,106.75,129.0
594310-99999,22.608,108.172,128.3
594560-99999,22.35,110.933,84.0
594930-99999,22.639,113.811,4.0
595010-99999,22.783,115.367,5.0
595590-99999,22.0,120.75,24.0
595620-99999,22.75,121.15,10.0
595670-99999,22.033,121.55,325.0
596320-99999,21.95,108.617,6.0
596440-99999,21.483,109.1,16.0
596470-99999,21.033,109.117,41.0
596580-99999,21.15,110.3,50.0
596630-99999,21.867,111.967,22.0
596730-99999,21.733,112.767,18.0
597580-99999,20.0,110.25,24.0
597920-99999,20.667,116.717,6.0
598380-99999,19.1,108.617,8.0
598450-99999,19.517,109.583,169.0
598550-99999,19.233,110.467,25.0
599480-99999,18.217,109.583,7.0
599810-99999,16.833,112.333,5.0
599850-99999,16.533,111.617,5.0
599970-99999,10.383,114.367,5.0
600010-99999,27.815,-17.887,31.4
600050-99999,28.626,-17.756,32.6
600150-99999,28.483,-16.342,631.9
600200-99999,28.45,-16.25,36.0
600250-99999,28.044,-16.572,63.7
600300-99999,27.932,-15.387,23.8
600330-99999,27.152,-13.219,63.1
600340-99999,23.718,-15.932,6.1
600350-99999,28.453,-13.864,25.3
600400-99999,28.945,-13.605,14.3
600600-99999,29.369,-10.18,59.0
600960-99999,23.7,-15.867,10.0
601010-99999,35.727,-5.917,18.9
601050-99999,35.15,-6.1,49.0
601060-99999,35.167,-5.3,305.0
601070-99999,35.177,-3.84,27.1
601150-99999,34.787,-1.924,467.9
601270-99999,34.217,-4.0,510.0
601350-99999,34.051,-6.752,84.1
601410-99999,33.927,-4.978,579.1
601500-99999,33.879,-5.515,576.1
601550-99999,33.557,-7.66,61.9
601560-99999,33.367,-7.59,199.9
601850-99999,32.283,-9.233,45.0
601900-99999,32.533,-6.283,518.0
601910-99999,32.367,-6.4,472.0
601950-99999,32.683,-4.733,1515.0
602100-99999,31.948,-4.398,1044.9
602200-99999,31.399,-9.683,128.0
602300-99999,31.607,-8.036,467.9
602500-99999,30.381,-9.546,27.1
602520-99999,30.325,-9.413,76.2
602650-99999,30.939,-6.909,1153.1
602850-99999,28.448,-11.161,199.0
603180-99999,35.594,-5.32,3.0
603380-99999,35.28,-2.956,47.5
603400-99999,34.983,-3.017,177.0
603510-99999,36.795,5.874,11.0
603550-99999,36.933,6.95,7.0
603600-99999,36.822,7.809,4.9
603900-99999,36.691,3.215,25.0
603950-99999,36.7,4.133,153.0
604020-99999,36.712,5.07,6.1
604030-99999,36.467,7.467,228.0
604190-99999,36.276,6.62,690.4
604210-99999,35.867,7.117,891.0
604230-99999,36.25,7.95,831.0
604250-99999,36.213,1.332,141.1
604300-99999,36.3,2.233,721.0
604370-99999,36.283,2.733,1036.0
604440-99999,36.067,4.667,957.0
604450-99999,36.178,5.324,1050.0
604520-99999,35.817,-0.267,4.0
604570-99999,35.883,0.117,138.0
604591-99999,32.917,3.3,794.0
604592-99999,35.533,-0.533,115.0
604670-99999,35.667,4.5,442.0
604680-99999,35.752,6.309,822.0
604750-99999,35.432,8.121,811.1
604900-99999,35.624,-0.621,89.9
604920-99999,35.75,0.617,94.0
605060-99999,35.6,0.3,476.0
605070-99999,35.208,0.147,513.9
605110-99999,35.341,1.463,989.1
605140-99999,35.167,2.317,801.0
605150-99999,35.333,4.206,459.0
605170-99999,35.1,-1.867,5.0
605180-99999,35.3,-1.35,70.0
605200-99999,35.2,-0.617,476.0
605220-99999,34.82,-1.77,426.0
605250-99999,34.793,5.738,88.1
