station_id,lat,lon,elevation
105020-99999,50.831,6.658,117.7
105100-99999,50.333,6.95,626.0
105130-99999,50.866,7.143,92.0
105140-99999,50.366,7.315,182.0
105150-99999,50.417,7.583,96.0
105260-99999,50.667,7.967,547.0
105320-99999,50.583,8.7,186.0
105360-99999,50.55,9.65,305.0
105420-99999,50.867,9.717,212.0
105440-99999,50.5,9.95,921.0
105445-99999,50.533,9.633,305.0
105460-99999,50.633,10.15,494.0
105536-99999,50.982,12.506,195.1
105540-99999,50.98,10.958,315.8
105550-99999,50.983,11.317,268.0
105580-99999,50.383,11.183,630.0
105670-99999,50.883,12.133,312.0
105690-99999,50.483,12.133,389.0
105780-99999,50.433,12.95,1215.0
105820-99999,50.733,13.75,882.0
106070-99999,49.973,6.693,364.8
106090-99999,49.75,6.667,265.0
106100-99999,49.95,6.567,374.0
106130-99999,50.174,7.063,477.9
106140-99999,49.437,7.6,238.1
106145-99999,49.217,7.617,415.0
106150-99999,49.767,7.05,479.0
106160-99999,49.949,7.264,502.6
106162-99999,50.708,8.083,599.2
106180-99999,49.7,7.333,377.0
106190-99999,49.65,7.3,553.0
106260-99999,49.85,7.6,396.0
106270-99999,49.85,7.883,103.0
106320-99999,49.967,8.15,232.0
106330-99999,50.05,8.325,140.5
106350-99999,50.217,8.45,805.0
106370-99999,50.026,8.543,110.9
106390-99999,50.017,8.667,135.0
106405-99999,50.183,8.667,104.0
106420-99999,50.169,8.962,112.2
106530-99999,49.648,9.966,298.7
106550-99999,49.767,9.967,259.0
106570-99999,49.75,9.5,338.0
106580-99999,50.2,10.083,224.0
106590-99999,49.744,10.208,203.0
106710-99999,50.283,10.983,337.0
106750-99999,49.883,10.917,242.0
106770-99999,49.984,11.639,488.0
106850-99999,50.289,11.855,597.4
106870-99999,49.699,11.94,415.4
106880-99999,49.667,12.183,438.0
107040-99999,49.283,6.683,363.0
107060-99999,49.483,7.05,398.0
107080-99999,49.215,7.11,322.5
107120-99999,49.5,7.867,321.0
107140-99999,49.217,7.4,353.0
107220-99999,48.783,8.083,135.0
107270-99999,49.033,8.367,114.0
107280-99999,49.564,8.463,94.2
107290-99999,49.473,8.514,94.2
107295-99999,49.567,8.467,94.0
107340-99999,49.4,8.65,109.0
107370-99999,48.767,9.183,305.0
107380-99999,48.69,9.222,388.9
107420-99999,49.217,9.517,276.0
107430-99999,49.392,9.958,468.2
107450-99999,49.118,9.784,399.6
107520-99999,49.474,10.388,328.6
107550-99999,49.308,10.639,467.0
107610-99999,49.017,10.967,422.0
107630-99999,49.499,11.078,318.8
107640-99999,49.383,11.167,386.0
107650-99999,49.218,11.1,386.5
107710-99999,49.433,11.9,418.0
107750-99999,49.218,11.836,443.5
107760-99999,49.05,12.1,376.0
107880-99999,48.833,12.567,360.0
107910-99999,49.117,13.133,1307.0
108030-99999,48.0,7.85,269.0
108050-99999,48.369,7.828,155.8
108150-99999,48.45,8.417,797.0
108180-99999,48.1,8.75,973.0
108270-99999,48.183,9.0,920.0
108360-99999,48.667,9.867,734.0
108370-99999,48.22,9.91,538.3
108380-99999,48.383,9.95,522.0
108450-99999,48.433,10.233,489.0
108520-99999,48.425,10.932,461.8
108530-99999,48.711,11.212,380.7
108560-99999,48.186,10.861,555.3
108570-99999,48.071,10.906,623.0
108580-99999,48.206,11.267,519.1
108600-99999,48.716,11.534,366.4
108640-99999,48.067,11.633,560.0
108644-99999,48.081,11.283,593.4
108660-99999,48.354,11.786,453.2
108690-99999,48.322,11.949,461.8
108750-99999,48.283,12.5,401.0
108930-99999,48.583,13.467,409.0
109000-99999,47.9,7.617,217.0
109080-99999,47.883,8.0,1486.0
109210-99999,47.983,8.9,804.0
109290-99999,47.683,9.183,447.0
109350-99999,47.671,9.511,416.7
109460-99999,47.717,10.333,705.0
109470-99999,47.989,10.24,629.1
109480-99999,47.4,10.283,810.0
109530-99999,47.867,10.617,721.0
109540-99999,47.833,10.867,760.0
109610-99999,47.417,10.983,2960.0
109620-99999,47.8,11.017,977.0
109630-99999,47.483,11.067,719.0
109711-99999,47.767,11.6,716.0
109800-99999,47.7,12.017,1832.0
110010-99999,48.1,13.667,615.6
110080-99999,48.567,14.0,602.0
110100-99999,48.233,14.188,298.1
110120-99999,48.05,14.133,389.0
110150-99999,48.5,14.5,548.0
110162-99999,47.967,16.267,233.0
110180-99999,48.1,14.9,271.0
110190-99999,48.683,15.367,607.0
110200-99999,48.617,15.2,506.0
110210-99999,48.95,15.033,556.7
110220-99999,48.767,15.95,323.0
110240-99999,48.333,15.333,959.0
110280-99999,48.183,15.617,284.0
110300-99999,48.321,16.112,175.3
110320-99999,48.667,16.633,207.0
110340-99999,48.2,16.367,171.0
110350-99999,48.25,16.367,200.0
110360-99999,48.11,16.57,182.9
110400-99999,48.133,16.417,199.0
110510-99999,48.217,13.033,388.1
110530-99999,48.217,13.483,429.2
110550-99999,48.467,13.433,318.0
110600-99999,48.3,14.283,263.0
110700-99999,48.417,15.617,204.0
110750-99999,48.467,15.7,210.0
110780-99999,48.033,15.583,696.0
110820-99999,48.033,16.283,233.0
111010-99999,47.5,9.75,441.9
111050-99999,47.267,9.617,439.0
111120-99999,47.14,10.564,806.5
111190-99999,47.317,11.183,1183.7
111200-99999,47.26,11.344,580.9
111260-99999,47.217,11.467,2254.0
111270-99999,46.867,11.033,1937.0
111300-99999,47.583,12.167,493.0
111360-99999,47.233,12.183,1010.7
111380-99999,47.133,12.633,2310.0
111400-99999,47.583,12.7,629.0
111410-99999,47.4,13.217,548.0
111420-99999,47.317,13.183,647.0
111440-99999,47.333,12.8,763.0
111460-99999,47.05,12.95,3109.0
111490-99999,47.25,13.567,1744.9
111500-99999,47.793,13.004,430.1
111520-99999,47.983,13.1,503.0
111540-99999,47.9,13.8,428.0
111550-99999,47.817,13.717,1620.1
111570-99999,47.533,14.133,649.0
111650-99999,47.203,14.744,676.7
111700-99999,47.85,15.067,615.0
111720-99999,47.767,15.317,875.0
111800-99999,47.717,15.783,1554.0
111820-99999,47.833,16.217,285.0
111850-99999,47.517,16.033,994.0
111900-99999,47.85,16.533,189.3
111920-99999,47.2,16.333,267.0
112040-99999,46.833,12.817,666.0
112120-99999,46.6,13.667,2160.0
112130-99999,46.617,13.883,494.0
112140-99999,46.933,14.917,1035.0
112290-99999,46.767,14.833,404.0
112310-99999,46.65,14.333,452.0
112400-99999,46.991,15.44,339.9
112410-99999,47.2,15.467,1442.0
112440-99999,46.867,15.9,282.0
112520-99999,47.0,12.45,1190.0
112550-99999,46.683,13.0,711.0
112700-99999,46.733,13.083,625.0
112750-99999,46.733,13.85,892.3
112800-99999,47.117,14.183,813.0
112920-99999,47.067,15.583,533.0
113020-99999,47.433,9.733,410.0
113080-99999,47.25,10.183,1471.0
113100-99999,46.983,10.317,2319.0
113400-99999,47.333,12.733,1954.4
113450-99999,47.333,13.15,749.2
113460-99999,47.217,13.0,935.0
113480-99999,47.15,13.75,1151.0
113510-99999,47.433,13.633,1209.7
113550-99999,47.733,14.333,614.0
113560-99999,47.617,13.75,747.0
113570-99999,47.733,13.45,537.0
113580-99999,47.55,13.933,803.0
113700-99999,47.45,15.3,506.4
113800-99999,47.7,15.833,486.0
113820-99999,47.783,15.9,582.0
113840-99999,47.617,15.833,1319.0
113850-99999,47.817,16.033,939.0
114060-99999,50.067,12.383,490.0
114140-99999,50.203,12.915,606.2
114230-99999,49.667,12.683,747.4
114232-99999,50.121,14.544,286.2
114233-99999,49.029,17.44,177.1
114380-99999,50.383,13.333,326.2
114480-99999,49.675,13.275,362.1
114500-99999,49.767,13.383,371.5
114570-99999,49.067,13.617,1122.2
114640-99999,50.55,13.933,842.6
114870-99999,49.467,13.833,521.9
115020-99999,50.683,14.033,378.6
115090-99999,50.467,14.167,160.2
115180-99999,50.101,14.26,380.1
115190-99999,50.067,14.433,254.0
115200-99999,50.0,14.45,303.7
115380-99999,49.2,14.35,508.0
115410-99999,48.95,14.433,436.0
115460-99999,48.95,14.467,396.4
115670-99999,50.117,14.533,285.5
116030-99999,50.767,15.017,401.5
116240-99999,49.94,15.382,242.0
116280-99999,49.567,15.083,532.1
116360-99999,49.167,15.433,572.4
116430-99999,50.7,15.733,820.6
116480-99999,50.25,15.85,244.0
116520-99999,50.013,15.739,225.9
116590-99999,49.583,15.767,536.4
116790-99999,49.983,16.417,404.9
116830-99999,49.733,16.033,740.4
116920-99999,49.166,16.125,471.8
116930-99999,49.1,16.133,402.0
116980-99999,48.883,16.083,338.7
117100-99999,49.65,16.95,515.6
117230-99999,49.151,16.694,237.1
117300-99999,50.183,17.117,1327.5
117350-99999,50.067,17.233,1492.0
117660-99999,49.783,17.55,753.3
117740-99999,49.317,17.567,224.0
117820-99999,49.696,18.111,257.3
117870-99999,49.55,18.45,1326.8
118160-99999,48.17,17.213,132.9
118260-99999,48.617,17.833,164.0
118410-99999,49.233,18.617,311.0
118550-99999,48.283,18.133,136.0
118580-99999,47.867,18.2,124.0
118670-99999,48.767,18.6,261.0
118800-99999,48.167,18.867,140.0
119030-99999,48.65,19.15,315.0
119160-99999,48.983,19.6,2007.0
119180-99999,49.367,19.683,693.0
119270-99999,48.333,19.733,214.0
119276-99999,49.232,18.614,310.9
119300-99999,49.2,20.217,2635.0
119330-99999,49.117,20.083,1356.0
119340-99999,49.074,20.241,718.1
119380-99999,48.85,20.183,906.0
119680-99999,48.667,21.217,231.0
119760-99999,49.217,21.65,217.0
119780-99999,48.667,21.733,106.0
119930-99999,48.933,22.0,178.0
121000-99999,54.183,15.583,5.0
121050-99999,54.2,16.15,34.0
121051-99999,52.268,20.911,107.3
121052-99999,52.817,18.333,83.0
121053-99999,52.0,19.15,150.0
121054-99999,51.533,20.017,190.0
121055-99999,51.717,19.4,184.0
121150-99999,54.583,16.867,11.0
121200-99999,54.75,17.533,6.0
121240-99999,54.4,16.35,5.0
121250-99999,54.55,17.75,41.0
121350-99999,54.6,18.817,3.0
121360-99999,54.417,17.767,151.0
121420-99999,54.567,18.517,70.0
121460-99999,54.248,18.672,6.4
121500-99999,54.378,18.466,149.0
121600-99999,54.223,19.543,43.0
121850-99999,54.067,21.367,110.0
121950-99999,54.133,22.95,186.0
122000-99999,53.917,14.233,5.0
122050-99999,53.4,14.617,7.0
122100-99999,53.767,15.4,52.9
122120-99999,53.791,15.826,117.3
122150-99999,53.717,16.747,144.0
122250-99999,53.45,16.5,129.0
122260-99999,53.395,16.083,150.9
122300-99999,53.133,16.75,73.0
122350-99999,53.717,17.55,172.0
122500-99999,53.05,18.583,72.0
122700-99999,53.1,20.35,149.0
122720-99999,53.767,20.417,137.0
122800-99999,53.783,21.583,132.0
122850-99999,53.083,21.567,97.0
122950-99999,53.1,23.167,151.0
123000-99999,52.75,15.283,73.0
123100-99999,52.35,14.6,24.0
123120-99999,52.139,15.799,59.1
123260-99999,52.332,16.966,80.8
123300-99999,52.421,16.826,93.9
123360-99999,52.379,17.854,113.1
123450-99999,52.2,18.667,117.0
123600-99999,52.583,19.733,109.0
123750-99999,52.166,20.967,110.3
123760-99999,52.196,21.656,184.1
123765-99999,54.027,19.134,4.9
123767-99999,53.1,17.983,235.0
123850-99999,52.181,22.25,155.0
123990-99999,52.067,23.617,137.0
124000-99999,51.933,15.533,192.0
124150-99999,51.2,16.2,124.0
124180-99999,51.833,16.533,92.0
124240-99999,51.103,16.886,123.1
124350-99999,51.783,18.083,140.0
124540-99999,51.552,19.179,192.9
124550-99999,51.217,18.567,201.0
124650-99999,51.733,19.4,190.0
124690-99999,51.35,19.867,189.0
124880-99999,51.567,21.55,126.0
124900-99999,51.551,21.894,119.5
124950-99999,51.217,22.4,240.0
124970-99999,51.55,23.533,179.0
125000-99999,50.9,15.8,344.0
125100-99999,50.733,15.733,1613.0
125200-99999,50.433,16.617,357.0
125300-99999,50.617,17.967,163.0
125400-99999,50.05,18.2,206.0
125500-99999,50.817,19.1,295.0
125600-99999,50.233,19.033,284.0
125660-99999,50.078,19.785,241.1
125700-99999,50.817,20.7,261.0
125750-99999,50.033,20.983,209.0
125800-99999,50.11,22.019,205.7
125850-99999,50.7,21.717,218.0
125950-99999,50.7,23.25,213.0
126000-99999,49.8,19.0,399.0
126250-99999,49.3,19.967,857.0
126500-99999,49.233,19.983,1989.0
126600-99999,49.617,20.7,295.0
126700-99999,49.7,21.767,329.0
126900-99999,49.467,22.35,422.0
126950-99999,49.8,22.767,280.0
127560-99999,48.117,19.517,153.0
127660-99999,48.483,20.533,305.0
127720-99999,48.083,20.767,236.0
127860-99999,48.4,22.167,104.0
128050-99999,47.683,16.6,239.0
128120-99999,47.283,16.633,223.1
128150-99999,47.883,17.283,122.0
128220-99999,47.717,17.683,129.0
128250-99999,47.364,17.501,152.0
128300-99999,47.067,17.833,281.0
128360-99999,47.65,18.317,129.0
128390-99999,47.437,19.256,150.9
128430-99999,47.433,19.183,139.0
128460-99999,47.183,18.617,106.0
128470-99999,47.75,18.6,109.0
128510-99999,47.867,20.017,1015.0
128600-99999,47.123,20.236,98.1
128605-99999,46.686,17.159,124.4
128660-99999,47.65,20.633,92.0
128700-99999,47.9,20.383,218.0
128820-99999,47.489,21.615,110.0
128920-99999,47.984,21.692,103.0
129100-99999,46.917,16.317,313.0
129150-99999,46.867,16.8,180.0
129200-99999,46.736,17.239,110.7
129220-99999,46.683,17.167,125.0
129250-99999,46.45,16.967,141.0
129300-99999,46.383,17.833,145.0
129350-99999,46.917,18.05,109.0
129420-99999,45.991,18.241,304.8
129500-99999,46.583,18.85,98.0
129600-99999,46.183,19.017,113.0
129700-99999,46.918,19.749,114.6
129820-99999,46.25,20.1,83.0
129920-99999,46.683,21.167,90.0
130145-99999,45.9,15.53,155.4
130260-99999,46.483,15.683,265.0
130670-99999,46.1,19.767,105.0
131050-99999,45.483,13.617,3.0
131160-99999,45.217,14.57,84.7
131500-99999,45.167,18.0,88.0
131600-99999,45.767,19.15,89.0
131680-99999,45.333,19.85,87.0
131730-99999,45.367,20.417,82.0
131740-99999,45.85,20.467,82.0
131800-99999,45.05,21.033,91.0
131830-99999,45.147,21.31,84.1
132240-99999,44.083,15.35,82.0
132280-99999,44.817,15.883,250.0
132420-99999,44.941,17.298,121.9
132620-99999,44.55,19.233,122.0
132660-99999,45.1,19.55,83.0
132690-99999,44.317,19.917,177.0
132720-99999,44.818,20.309,102.1
132725-99999,44.935,20.258,80.8
132740-99999,44.8,20.467,132.0
132780-99999,44.033,20.933,185.0
132790-99999,44.367,20.95,122.0
132850-99999,44.75,21.517,84.0
132890-99999,44.117,21.95,1039.0
132950-99999,44.233,22.55,44.0
133330-99999,43.533,16.3,24.0
133480-99999,43.283,17.846,47.5
133530-99999,43.825,18.331,520.6
133630-99999,43.35,19.35,788.0
133670-99999,43.733,19.717,1029.0
133690-99999,43.283,20.0,1039.0
133700-99999,43.833,20.033,312.0
133760-99999,43.7,20.7,217.0
133780-99999,43.283,20.8,1713.0
133830-99999,43.567,21.35,167.0
133840-99999,43.933,21.383,125.0
133880-99999,43.337,21.854,197.5
133890-99999,42.983,21.95,232.0
133970-99999,43.017,22.75,450.0
134520-99999,42.567,18.267,161.0
134570-99999,42.405,18.723,6.1
134590-99999,42.767,18.95,647.0
134610-99999,42.1,19.1,6.0
134620-99999,42.367,19.25,33.0
134624-99999,42.433,19.283,53.0
134730-99999,42.667,20.3,499.0
134770-99999,42.217,20.733,403.0
134810-99999,42.573,21.036,545.3
134890-99999,42.55,21.917,434.0
134930-99999,42.2,22.333,696.0
135620-99999,41.917,19.217,29.0
135780-99999,41.18,20.742,705.0
135830-99999,41.05,21.367,589.0
135850-99999,41.333,21.567,674.0
135860-99999,41.962,21.621,238.0
135910-99999,41.75,22.183,327.0
135920-99999,41.417,22.25,126.0
135970-99999,41.15,22.5,59.0
135980-99999,41.717,22.85,836.0
136000-99999,42.1,19.533,43.0
136110-99999,41.3,19.45,12.0
136150-99999,41.415,19.721,38.4
136220-99999,40.467,19.483,5.0
136240-99999,40.8,19.9,33.0
136290-99999,40.6,20.767,899.0
140080-99999,46.383,13.85,2515.0
140140-99999,46.224,14.458,388.0
140150-99999,46.067,14.517,298.0
140230-99999,46.233,15.233,243.6
140240-99999,46.067,15.283,941.0
140310-99999,46.65,16.2,186.7
141050-99999,45.473,13.615,2.1
141060-99999,45.9,13.633,56.1
141210-99999,45.8,15.183,220.0
142160-99999,45.333,14.45,125.0
142190-99999,45.6,14.633,863.0
142320-99999,45.5,15.567,111.0
142340-99999,46.133,15.883,203.1
142350-99999,45.917,15.967,988.0
142360-99999,45.8,15.967,157.0
142400-99999,45.817,16.033,128.0
142410-99999,45.743,16.069,107.6
142440-99999,45.5,16.367,106.0
142460-99999,46.295,16.381,167.0
142480-99999,46.033,16.55,146.0
142530-99999,45.917,16.867,142.4
142560-99999,45.883,17.2,263.0
142580-99999,45.6,17.233,161.0
142800-99999,45.5,18.567,89.3
142840-99999,45.463,18.81,88.4
143070-99999,44.894,13.922,83.5
143080-99999,45.233,13.933,293.0
143140-99999,44.533,14.483,53.0
143210-99999,44.75,14.767,19.9
143230-99999,45.0,14.9,28.0
143240-99999,44.817,14.983,1597.0
143280-99999,45.267,15.233,328.0
143300-99999,44.55,15.367,565.0
143820-99999,45.15,18.7,98.0
144280-99999,44.133,15.217,7.0
144310-99999,44.108,15.347,88.1
144380-99999,43.733,15.917,75.0
144410-99999,43.05,16.1,20.0
144420-99999,44.033,16.2,255.0
144430-99999,42.4,16.267,98.0
144440-99999,43.539,16.298,24.1
144450-99999,43.517,16.433,128.0
144470-99999,43.167,16.45,25.0
144520-99999,42.767,16.9,187.0
144540-99999,43.283,17.017,49.0
144620-99999,43.05,17.45,5.0
144720-99999,42.65,18.083,53.0
145370-99999,44.767,16.7,158.0
145420-99999,44.783,17.217,156.0
145440-99999,44.067,17.467,566.0
145490-99999,44.217,17.9,348.0
145540-99999,44.883,18.433,140.0
145570-99999,44.55,18.7,307.0
146400-99999,43.833,17.017,728.0
146480-99999,43.35,17.8,108.0
146500-99999,43.767,18.033,972.0
146520-99999,43.717,18.267,2070.0
146540-99999,43.867,18.433,638.0
150000-99999,48.2,26.583,260.0
150040-99999,47.933,23.9,276.0
150070-99999,47.833,25.9,391.0
150100-99999,47.703,22.886,126.2
150140-99999,47.658,23.47,184.1
150150-99999,47.733,23.95,503.0
150200-99999,47.733,26.65,163.0
150230-99999,47.688,26.354,419.1
150250-99999,47.833,27.217,110.0
150330-99999,47.6,24.65,1786.0
150420-99999,47.35,22.1,113.0
150440-99999,47.45,22.783,161.0
150470-99999,47.433,23.867,365.0
150520-99999,47.45,25.567,1574.0
150560-99999,47.367,26.933,289.0
150630-99999,47.183,23.05,294.0
150690-99999,47.317,25.133,920.0
150730-99999,47.217,26.383,388.0
150800-99999,47.025,21.903,141.7
150830-99999,47.133,23.9,236.0
150850-99999,47.15,24.517,367.0
150880-99999,47.1,25.25,2021.0
150900-99999,47.178,27.621,121.0
150950-99999,46.983,22.6,317.0
150990-99999,46.85,23.033,561.0
151070-99999,46.933,25.367,688.0
151080-99999,46.983,25.95,1898.0
151090-99999,46.917,26.383,361.0
151110-99999,46.967,26.917,217.0
151130-99999,46.85,27.45,131.0
151170-99999,46.783,22.117,165.0
151180-99999,46.683,22.617,1116.0
151190-99999,46.767,22.8,1837.0
151200-99999,46.785,23.686,315.8
151230-99999,46.75,24.167,398.0
151240-99999,46.883,24.65,448.0
151270-99999,46.7,25.517,751.0
151360-99999,46.533,21.533,96.0
151380-99999,46.633,22.167,586.0
151430-99999,46.583,23.783,428.0
151450-99999,46.468,24.413,293.5
151480-99999,46.65,25.3,1279.0
151500-99999,46.522,26.91,185.0
151540-99999,46.65,27.717,117.0
151600-99999,46.533,22.467,279.0
151620-99999,46.367,23.05,611.0
151630-99999,46.533,23.317,1356.0
151650-99999,46.367,24.233,524.0
151680-99999,46.3,25.3,525.0
151700-99999,46.367,25.733,662.0
151790-99999,46.25,21.65,473.0
151820-99999,46.267,22.333,177.0
151840-99999,46.317,23.133,1193.0
151890-99999,46.233,24.6,319.0
151940-99999,46.267,26.65,243.0
151970-99999,46.233,27.65,173.0
151990-99999,46.067,20.6,86.2
152000-99999,46.177,21.262,107.3
152040-99999,46.017,22.15,157.0
152060-99999,46.167,22.726,264.0
152080-99999,46.067,23.567,247.0
152090-99999,46.183,23.933,334.0
152150-99999,46.083,25.6,509.0
152170-99999,46.0,26.133,569.0
152190-99999,46.1,27.167,102.0
152300-99999,45.867,22.9,231.0
152310-99999,45.967,23.533,272.2
152350-99999,45.833,24.933,429.0
152380-99999,45.867,25.817,526.0
152410-99999,45.917,26.667,563.0
152450-99999,45.783,20.7,80.0
152470-99999,45.81,21.338,106.1
152540-99999,45.65,23.933,1454.0
152600-99999,45.786,24.091,456.0
152610-99999,45.683,26.017,710.0
152620-99999,45.817,26.383,1785.0
152640-99999,45.7,27.2,59.0
152650-99999,45.85,27.417,61.0
152700-99999,45.683,21.933,123.0
152770-99999,45.65,24.267,519.0
152790-99999,45.6,24.617,2038.0
152800-99999,45.45,25.45,2509.0
152840-99999,45.6,26.417,1626.0
152850-99999,45.55,26.7,833.0
152890-99999,45.383,21.133,83.0
152920-99999,45.42,22.253,264.0
152960-99999,45.417,23.383,599.0
152970-99999,45.433,23.633,1350.0
152980-99999,45.25,24.25,1640.0
153000-99999,45.7,25.533,538.0
153010-99999,45.433,25.267,1383.0
153020-99999,45.5,25.583,1093.0
153070-99999,45.383,27.05,154.0
153100-99999,45.483,28.033,71.0
153140-99999,45.3,21.917,286.0
153150-99999,45.183,22.05,1433.0
153160-99999,45.3,22.517,1450.0
153170-99999,45.283,22.533,2186.0
153190-99999,45.417,23.967,575.0
153200-99999,45.383,23.467,1550.0
153240-99999,45.283,25.033,680.0
153250-99999,45.35,25.5,1510.0
153280-99999,45.317,26.367,291.0
153330-99999,45.2,27.917,15.0
153350-99999,45.062,28.714,61.0
153360-99999,45.183,29.167,4.0
153370-99999,45.083,29.067,173.0
153380-99999,45.033,21.683,310.0
153400-99999,45.033,23.267,205.5
153410-99999,45.0,22.867,251.0
153440-99999,45.183,23.817,532.0
153450-99999,45.0,24.533,550.0
153460-99999,45.1,24.367,239.0
153470-99999,45.167,24.667,449.0
153490-99999,45.144,25.75,463.0
153500-99999,45.15,26.817,97.0
153550-99999,45.067,27.233,53.0
153600-99999,45.167,29.733,9.0
153640-99999,44.917,22.0,252.0
153660-99999,44.883,22.417,176.0
153690-99999,44.883,23.7,265.0
153730-99999,44.85,24.817,315.0
153750-99999,44.933,25.433,297.7
153770-99999,44.95,26.0,177.0
153870-99999,44.9,29.6,2.0
153880-99999,44.717,21.633,83.0
153950-99999,44.667,24.233,281.0
154020-99999,44.717,26.65,61.0
154050-99999,44.75,27.3,51.0
154060-99999,44.683,27.95,38.0
154080-99999,44.733,28.35,220.0
154090-99999,44.767,28.883,38.0
154100-99999,44.633,22.633,80.0
154120-99999,44.483,23.117,313.0
154160-99999,44.567,24.8,210.0
154190-99999,44.65,25.583,160.0
154200-99999,44.503,26.102,90.5
154210-99999,44.571,26.085,95.7
154215-99999,46.502,23.886,330.1
154220-99999,44.417,26.1,83.5
154250-99999,44.55,27.4,52.0
154280-99999,44.683,29.0,6.0
154340-99999,44.433,24.35,173.0
154440-99999,44.367,27.85,61.0
154450-99999,44.35,28.05,88.0
154500-99999,44.318,23.889,190.8
154550-99999,44.283,25.533,107.0
154600-99999,44.2,27.35,20.0
154620-99999,44.25,28.267,72.0
154650-99999,44.017,23.333,58.0
154690-99999,44.1,24.367,107.0
154700-99999,44.1,24.983,103.0
154750-99999,44.067,26.633,16.0
154790-99999,44.083,27.967,160.0
154800-99999,44.217,28.65,14.0
154810-99999,44.362,28.488,107.6
154820-99999,43.983,22.95,63.0
154890-99999,43.983,25.35,76.0
154900-99999,43.75,24.883,31.0
154910-99999,43.883,25.95,24.0
154940-99999,43.783,23.95,40.0
154980-99999,43.667,25.35,34.0
154990-99999,43.817,28.583,9.0
155020-99999,43.983,22.85,595.0
155050-99999,43.2,23.533,310.0
155110-99999,43.817,23.25,33.0
155140-99999,43.683,23.967,31.0
155250-99999,43.15,24.7,221.0
155253-99999,43.151,25.713,86.9
155260-99999,43.417,24.6,71.0
155350-99999,43.85,25.95,45.0
155440-99999,43.267,26.933,220.0
155490-99999,43.567,26.5,347.0
155500-99999,44.117,27.267,16.0
155520-99999,43.232,27.825,70.1
155610-99999,43.533,28.533,28.0
155620-99999,43.367,28.467,64.0
156000-99999,42.833,23.667,1692.0
156010-99999,42.267,22.767,527.0
156050-99999,42.933,22.933,716.0
156130-99999,42.583,23.267,2292.0
156140-99999,42.695,23.406,531.0
156150-99999,42.183,23.583,2927.0
156250-99999,42.068,24.851,182.0
156270-99999,42.667,24.833,2389.0
156280-99999,42.217,24.333,214.0
156400-99999,42.667,26.333,257.0
156550-99999,42.57,27.515,41.1
156610-99999,42.1,27.85,19.0
157120-99999,41.55,23.267,207.0
157300-99999,41.65,25.383,331.0
157410-99999,41.767,26.2,55.0
160080-99999,46.75,10.533,1461.0
160083-99999,46.833,10.5,1800.0
160200-99999,46.46,11.326,240.5
160210-99999,46.3,11.783,2006.0
160220-99999,46.15,11.033,2129.0
160330-99999,46.733,12.217,1226.0
160360-99999,46.032,12.596,117.0
160365-99999,46.017,12.617,126.0
160400-99999,46.5,13.583,778.0
160450-99999,45.979,13.049,54.6
160520-99999,45.933,7.7,3488.0
160540-99999,45.733,7.35,551.0
160590-99999,45.201,7.65,301.4
160595-99999,45.086,7.603,288.3
160610-99999,45.033,7.733,710.0
160640-99999,45.53,8.669,178.6
160660-99999,45.631,8.728,233.8
160720-99999,45.867,9.067,1322.0
160760-99999,45.674,9.704,238.4
160800-99999,45.445,9.277,107.6
160840-99999,44.913,9.723,139.0
160880-99999,45.432,10.268,101.5
160900-99999,45.396,10.889,72.8
160940-99999,45.573,11.53,39.0
160950-99999,45.4,11.85,14.0
160980-99999,45.685,12.083,41.8
160990-99999,45.648,12.194,18.0
161050-99999,45.505,12.352,2.1
161080-99999,45.828,13.472,11.3
161100-99999,45.65,13.75,20.0
161140-99999,44.383,7.817,560.0
161150-99999,44.25,7.8,1742.0
161180-99999,44.767,8.783,187.0
161190-99999,44.633,8.933,475.0
161200-99999,44.412,8.842,4.0
161220-99999,44.051,8.127,45.1
161240-99999,44.433,9.933,1040.0
161250-99999,44.083,9.983,10.0
161290-99999,44.033,9.833,192.0
161340-99999,44.2,10.7,2173.0
161380-99999,44.833,11.617,10.0
161400-99999,44.535,11.289,37.5
161460-99999,44.45,12.3,6.0
161470-99999,44.195,12.07,29.6
161480-99999,44.224,12.307,5.5
161490-99999,44.02,12.612,12.5
161530-99999,43.95,8.167,221.0
161580-99999,43.684,10.393,1.8
161640-99999,43.4,10.867,575.0
161680-99999,42.383,11.167,632.0
161700-99999,43.81,11.205,43.9
161720-99999,43.467,11.85,249.0
161790-99999,43.517,12.733,574.0
161810-99999,43.096,12.513,211.2
161900-99999,43.617,13.533,142.0
161910-99999,43.616,13.362,14.9
161970-99999,42.733,10.4,397.0
162040-99999,42.9,11.767,918.0
162060-99999,42.76,11.072,4.6
162140-99999,42.017,11.817,4.0
162160-99999,42.43,12.064,301.8
162190-99999,42.467,12.983,1875.0
162210-99999,42.417,12.85,389.0
162240-99999,42.083,12.217,270.0
162270-99999,41.983,13.6,650.0
162300-99999,42.432,14.181,14.6
162320-99999,42.0,15.0,44.0
162340-99999,41.99,12.741,88.1
162350-99999,41.952,12.499,16.8
162390-99999,41.799,12.595,130.1
162420-99999,41.804,12.251,4.6
162430-99999,41.542,12.909,28.3
162440-99999,41.633,13.3,181.0
162450-99999,41.659,12.445,12.5
162520-99999,41.567,14.65,807.0
162530-99999,41.061,14.082,8.8
162580-99999,41.7,15.95,848.0
